d,x,y,mu_norm,n_obs,true_density,LogConcDEAD_density,logcondens_density,mean_loglik_true_dens,mean_loglik_LogConcDEAD,mean_loglik_logcondens,sim
1,-2.7,,0,5000,0.0104209348144226,0.00962669008728221,0.00960322144062846,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.65,,0,5000,0.0119122436076052,0.0111351767545686,0.0111081878407456,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.6,,0,5000,0.0135829692336856,0.0128800408272507,0.012849004666627,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.55,,0,5000,0.0154493471343952,0.0148983222600019,0.014862633157626,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.5,,0,5000,0.0175283004935685,0.0172328651081028,0.017191826924299,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.45,,0,5000,0.0198373543917953,0.019933227020559,0.019886039698383,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.4,,0,5000,0.0223945302948429,0.0230563498977719,0.0230024753405776,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.35,,0,5000,0.0252182199151944,0.0266686890756981,0.02660730240003,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.3,,0,5000,0.0283270377416012,0.0303622785094988,0.0302967218938554,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.25,,0,5000,0.0317396518356674,0.0336412576516966,0.033574181025662,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.2,,0,5000,0.0354745928462315,0.0372740727130856,0.0372061913329489,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.15,,0,5000,0.0395500415893703,0.0412991467807562,0.0412311076909344,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.1,,0,5000,0.0439835959804272,0.0457587961135723,0.0456914341542923,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2.05,,0,5000,0.0487920185791828,0.0506999224043581,0.0506342728098729,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-2,,0,5000,0.0539909665131881,0.0561746013909119,0.0561118211857177,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.95,,0,5000,0.0595947060688162,0.0622404471600651,0.0621819234691179,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.9,,0,5000,0.0656158147746767,0.0689612950829335,0.0689086813547127,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.85,,0,5000,0.0720648743362181,0.076407873601634,0.0763631309733217,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.8,,0,5000,0.0789501583008942,0.0846578155322356,0.084623993050041,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.75,,0,5000,0.0862773188265115,0.0924137974068178,0.0924201453084284,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.7,,0,5000,0.094049077376887,0.0989278599300075,0.0989081664209759,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.65,,0,5000,0.102264924563978,0.105898482570315,0.105851655525013,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.6,,0,5000,0.110920834679456,0.11336003724624,0.113282587098995,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.55,,0,5000,0.120009000696986,0.121347329372131,0.12123518027367,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.5,,0,5000,0.129517595665892,0.129897402148542,0.129746056409756,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.45,,0,5000,0.13943056644536,0.139049822143797,0.138854407737781,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.4,,0,5000,0.149727465635745,0.148846791928264,0.148602177836675,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.35,,0,5000,0.16038332734192,0.15933272698652,0.159034254782208,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.3,,0,5000,0.171368592047807,0.169707077647416,0.169638287018088,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.25,,0,5000,0.182649085389022,0.180361623009455,0.180882374862279,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.2,,0,5000,0.194186054983213,0.191350837672484,0.191902547595512,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.15,,0,5000,0.205936268719975,0.200093812355544,0.200162282749579,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.1,,0,5000,0.217852177032551,0.208709943731665,0.20877752764372,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1.05,,0,5000,0.229882140684233,0.217696565440294,0.217763583879371,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-1,,0,5000,0.241970724519143,0.227069636757082,0.227136411658787,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.949999999999999,,0,5000,0.254059056469189,0.23684627193227,0.23691265813208,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.9,,0,5000,0.266085249898755,0.247043846677865,0.247109686964347,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.85,,0,5000,0.277984886130997,0.257680484828779,0.257745609175406,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.8,,0,5000,0.289691552761483,0.26877509055377,0.268839315306914,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.75,,0,5000,0.301137432154804,0.280347168442768,0.280410508974005,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.699999999999999,,0,5000,0.312253933366761,0.292417311336638,0.292479741861023,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.65,,0,5000,0.322972359667914,0.305007125430642,0.305068450223529,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.6,,0,5000,0.3332246028918,0.318138830363569,0.318198992961393,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.55,,0,5000,0.342943855019384,0.331835509798474,0.331894691330607,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.5,,0,5000,0.3520653267643,0.346121144291444,0.346179870364341,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.449999999999999,,0,5000,0.360526962461648,0.361021526935497,0.36107990207682,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.399999999999999,,0,5000,0.368270140303323,0.376563365343236,0.376621250526748,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.35,,0,5000,0.375240346916938,0.39277427393951,0.392831518820326,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.3,,0,5000,0.381387815460524,0.40921845271649,0.40925768968845,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.25,,0,5000,0.386668116802849,0.415482274047155,0.4155513790572,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.199999999999999,,0,5000,0.391042693975456,0.421826228330643,0.421941854697457,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.149999999999999,,0,5000,0.394479330907889,0.428259000864081,0.428430605017974,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.0999999999999996,,0,5000,0.396952547477012,0.427796837367171,0.427971027248517,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-0.0499999999999998,,0,5000,0.398443914094764,0.420668317291475,0.420782227076261,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0,,0,5000,0.398942280401433,0.413657692030571,0.413714180049958,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.0500000000000007,,0,5000,0.398443914094764,0.406763901968632,0.406764857830814,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.100000000000001,,0,5000,0.396952547477012,0.399983427851354,0.399932266150855,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.15,,0,5000,0.394479330907889,0.393315497320732,0.39321444424062,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.2,,0,5000,0.391042693975456,0.386753816200575,0.386609464266476,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.25,,0,5000,0.386668116802849,0.378554683073611,0.378404627623169,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.300000000000001,,0,5000,0.381387815460524,0.370079518906893,0.369929047075561,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.350000000000001,,0,5000,0.375240346916938,0.361792562423985,0.361643304231763,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.4,,0,5000,0.368270140303323,0.353690560709979,0.353543147069912,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.45,,0,5000,0.360526962461648,0.345766546957316,0.345624418805759,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.5,,0,5000,0.3520653267643,0.338018317545893,0.337883055759519,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.550000000000001,,0,5000,0.342943855019384,0.330441622078039,0.330315085270496,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.600000000000001,,0,5000,0.3332246028918,0.323033463261535,0.322916623658425,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.65,,0,5000,0.322972359667914,0.314094772148386,0.313983762816582,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.7,,0,5000,0.312253933366761,0.304967303869824,0.304878728123023,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.75,,0,5000,0.301137432154804,0.29610421363215,0.29603772509794,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.800000000000001,,0,5000,0.289691552761483,0.287498706314232,0.287453097238716,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.850000000000001,,0,5000,0.277984886130996,0.279142132709834,0.279117410069254,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.9,,0,5000,0.266085249898755,0.269996099930659,0.269954660990896,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,0.95,,0,5000,0.254059056469189,0.258878334371637,0.258817548418529,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1,,0,5000,0.241970724519143,0.248218370651445,0.248139902913684,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.05,,0,5000,0.229882140684233,0.237997357632909,0.237902768936067,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.1,,0,5000,0.217852177032551,0.228197220421634,0.228087972965539,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.15,,0,5000,0.205936268719975,0.218800628402268,0.218678091239489,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.2,,0,5000,0.194186054983213,0.20978805073703,0.209656418821221,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.25,,0,5000,0.182649085389022,0.196898977333827,0.196829473659042,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.3,,0,5000,0.171368592047807,0.182660323070386,0.182686390907879,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.35,,0,5000,0.16038332734192,0.169449895803031,0.169559552248558,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.4,,0,5000,0.149727465635745,0.1571904649094,0.157375935973409,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.45,,0,5000,0.13943056644536,0.143103911640706,0.143285042121812,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.5,,0,5000,0.129517595665892,0.130157882465877,0.130331651455323,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.55,,0,5000,0.120009000696985,0.118382196780598,0.118549285532756,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.6,,0,5000,0.110920834679456,0.107671884707209,0.107832080261368,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.65,,0,5000,0.102264924563978,0.0979305594226179,0.0980837419748192,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.7,,0,5000,0.0940490773768868,0.0890705544433068,0.0892166822383891,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.75,,0,5000,0.0862773188265115,0.081012134675969,0.0811512308703431,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.8,,0,5000,0.0789501583008941,0.0736827788462306,0.0738149201084953,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.85,,0,5000,0.0720648743362181,0.0670165268477121,0.0671418334902272,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.9,,0,5000,0.0656158147746766,0.0609533695747787,0.0610720135956708,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,1.95,,0,5000,0.0595947060688159,0.0554386416296827,0.0555509233326595,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2,,0,5000,0.0539909665131881,0.0504228561470067,0.0505289559231068,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.05,,0,5000,0.0487920185791827,0.0458608715380293,0.0459609891880625,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.1,,0,5000,0.0439835959804272,0.0416307756812656,0.0417660088511362,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.15,,0,5000,0.0395500415893702,0.037369567261459,0.0374719590117122,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.2,,0,5000,0.0354745928462314,0.0335434269045229,0.0336193893263813,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.25,,0,5000,0.0317396518356674,0.0301088522944585,0.0301629103064917,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.3,,0,5000,0.0283270377416011,0.0270259502426474,0.0270617990506904,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.35,,0,5000,0.0252182199151944,0.0242587123339964,0.0242795194634232,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.4,,0,5000,0.0223945302948429,0.0217748171228017,0.0217832918007608,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.45,,0,5000,0.0198373543917953,0.0195452481620828,0.0195437064721129,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.5,,0,5000,0.0175283004935685,0.0175439547189792,0.017534377547785,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.55,,0,5000,0.0154493471343951,0.0157475793926574,0.0157316318901419,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.6,,0,5000,0.0135829692336856,0.014135140035432,0.0141142302458403,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.65,,0,5000,0.0119122436076052,0.0126878029212817,0.0126631170131453,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.7,,0,5000,0.0104209348144226,0.0113886627628562,0.0113611957361874,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.75,,0,5000,0.00909356250159106,0.0102225452531672,0.0101931276811209,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.8,,0,5000,0.00791545158297995,0.00917582982559421,0.00914515112108248,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.85,,0,5000,0.00687276669061394,0.00823629056199859,0.00820491920083942,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.9,,0,5000,0.00595253241977585,0.00739295339070593,0.0073613544709073,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,2.95,,0,5000,0.00514264092305392,0.00663596790639299,0.00660451837731721,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,3,,0,5000,0.00443184841193801,0.00595649231470037,0.00592549416940993,-1.42271120005738,-1.42001277340697,-1.42001098239912,10
1,-7,,2,5000,7.43364324727354e-07,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.95,,2,5000,9.53306924857375e-07,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.9,,2,5000,1.21948952460776e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.85,,2,5000,1.5561006954852e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.8,,2,5000,1.98066770032355e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.75,,2,5000,2.51477911898602e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.7,,2,5000,3.18494824607417e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.65,,2,5000,4.02364101183568e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.6,,2,5000,5.07049536674309e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.55,,2,5000,6.37376251182413e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.5,,2,5000,7.99200403128348e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.45,,2,5000,9.9960828600922e-06,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.4,,2,5000,1.24714900520409e-05,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.35,,2,5000,1.55210534422226e-05,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.3,,2,5000,1.92680784427121e-05,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.25,,2,5000,2.38599752715116e-05,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
1,-6.2,,2,5000,2.94724307702239e-05,0,0,-1.75820589052712,-1.75538331215165,-1.75537535473049,11
